Symbol, Date, High Price, Low Price, Closed Price
IBM,2013-01-31,195.478012,194.034424,194.139572
IBM,2013-02-01,196.319305,194.875717,196.156784
IBM,2013-02-04,196.003830,194.617584,194.827911
IBM,2013-02-05,195.745697,193.604202,193.871887
IBM,2013-02-06,192.437866,190.783936,192.179733
IBM,2013-02-07,192.074570,189.942642,190.956024
IBM,2013-02-08,193.202682,190.898666,192.810699
IBM,2013-02-11,193.068832,190.965576,191.357559
IBM,2013-02-12,191.912048,190.267685,191.242828
IBM,2013-02-13,192.112808,190.793503,191.290634
IBM,2013-02-14,191.510513,190.497131,190.869980
IBM,2013-02-15,192.399612,191.032501,192.141495
IBM,2013-02-19,193.011475,191.414917,191.510513
IBM,2013-02-20,192.848953,190.114716,190.544937
IBM,2013-02-21,190.315491,189.397705,189.608032
IBM,2013-02-22,192.246658,190.095596,192.246658
IBM,2013-02-25,193.585083,188.824097,188.824097
IBM,2013-02-26,191.108994,189.139572,190.382416
IBM,2013-02-27,193.833649,189.866150,193.432129
IBM,2013-02-28,194.187378,191.959854,191.998093
IBM,2013-03-01,194.015289,190.592728,193.986618
IBM,2013-03-04,196.166351,193.642441,196.166351
IBM,2013-03-05,198.565964,196.644363,197.447418
IBM,2013-03-06,199.321228,197.571701,199.216064
IBM,2013-03-07,200.382416,199.082214,200.210327
IBM,2013-03-08,201.472275,200.219879,201.128113
IBM,2013-03-11,200.956024,199.847031,200.841293
IBM,2013-03-12,201.462708,199.894836,201.290634
IBM,2013-03-13,203.021027,200.544937,202.734222
IBM,2013-03-14,206.367111,202.820267,206.309753
IBM,2013-03-15,206.405350,204.024857,205.468445
IBM,2013-03-18,205.066925,203.288712,203.833649
IBM,2013-03-19,205.659653,202.514343,204.053543
IBM,2013-03-20,206.328873,204.875717,205.602295
IBM,2013-03-21,203.632889,200.869980,202.925430
IBM,2013-03-22,203.795410,202.313583,202.753342
IBM,2013-03-25,203.451248,200.812622,201.472275
IBM,2013-03-26,203.154877,202.198853,203.021027
IBM,2013-03-27,202.829834,200.860428,201.615677
IBM,2013-03-28,204.053543,200.516251,203.919693
IBM,2013-04-01,204.110901,201.959854,203.040146
IBM,2013-04-02,205.267685,202.265778,204.933075
IBM,2013-04-03,205.439774,203.279160,203.307846
IBM,2013-04-04,203.565964,200.803055,202.017212
IBM,2013-04-05,200.611862,197.265778,200.200760
IBM,2013-04-08,200.114716,198.212234,200.114716
IBM,2013-04-09,200.764816,199.435944,200.019119
IBM,2013-04-10,203.164429,201.214142,202.676865
IBM,2013-04-11,203.718933,201.577438,203.556412
IBM,2013-04-12,202.189301,200.554489,202.084137
IBM,2013-04-15,202.380493,200.057358,200.057358
IBM,2013-04-16,202.676865,200.000000,202.676865
IBM,2013-04-17,201.806885,200.286804,200.449326
IBM,2013-04-18,201.003830,197.084137,198.040146
IBM,2013-04-19,187.858505,181.414917,181.644363
IBM,2013-04-22,182.963669,179.426392,179.569794
IBM,2013-04-23,184.082214,180.315491,183.183563
IBM,2013-04-24,184.034424,182.686417,183.279160
IBM,2013-04-25,186.587006,183.862335,185.420654
IBM,2013-04-26,186.147232,184.751434,185.764816
IBM,2013-04-29,190.898666,186.089859,190.391968
IBM,2013-04-30,193.680695,188.671127,193.632889
IBM,2013-05-01,193.279160,190.439774,190.850861
IBM,2013-05-02,193.527725,190.965576,193.489487
IBM,2013-05-03,196.290634,194.789673,195.516251
IBM,2013-05-06,195.019119,192.657745,193.862335
IBM,2013-05-07,194.770554,192.782028,194.674957
IBM,2013-05-08,195.841293,193.604202,195.812622
IBM,2013-05-09,195.984711,193.804977,194.302109
IBM,2013-05-10,195.535370,193.900574,195.478012
IBM,2013-05-13,195.478012,193.326965,193.565964
IBM,2013-05-14,194.713196,193.193115,194.273422
IBM,2013-05-15,194.722748,193.154877,194.378586
IBM,2013-05-16,197.504776,195.028687,195.688339
IBM,2013-05-17,200.286804,195.975143,199.273422
IBM,2013-05-20,199.952194,198.298279,198.470367
IBM,2013-05-21,200.267685,197.896744,199.474182
IBM,2013-05-22,200.908218,197.055450,197.887192
IBM,2013-05-23,199.435944,196.108994,197.093689
IBM,2013-05-24,197.351822,195.430206,196.673035
IBM,2013-05-28,199.416824,198.049713,198.642441
IBM,2013-05-29,199.254303,196.978973,198.776291
IBM,2013-05-30,201.711288,197.868073,200.152969
IBM,2013-05-31,202.657745,198.871887,198.871887
IBM,2013-06-03,200.812622,198.212234,199.761002
IBM,2013-06-04,199.808792,196.061188,197.122375
IBM,2013-06-05,197.217972,193.499039,193.824097
IBM,2013-06-06,195.219879,192.609940,194.837479
IBM,2013-06-07,197.275330,195.133850,197.275330
IBM,2013-06-10,197.877625,195.889099,196.003830
IBM,2013-06-11,196.892929,193.604202,195.009567
IBM,2013-06-12,196.204590,191.692154,192.351822
IBM,2013-06-13,195.411087,191.529633,194.808792
IBM,2013-06-14,195.736145,192.934998,193.307846
IBM,2013-06-17,196.147232,193.642441,194.110901
IBM,2013-06-18,197.026764,193.948380,195.860428
IBM,2013-06-19,196.013382,193.049713,193.059280
IBM,2013-06-20,192.829834,188.604202,188.671127
IBM,2013-06-21,189.789673,185.028687,186.864243
IBM,2013-06-24,186.338425,182.925430,185.028687
IBM,2013-06-25,186.988525,184.655838,186.405350
IBM,2013-06-26,187.600388,185.946457,186.290634
IBM,2013-06-27,188.240921,186.701721,187.045883
IBM,2013-06-28,184.187378,180.124283,182.705551
IBM,2013-07-01,185.277252,182.715103,182.868073
IBM,2013-07-02,184.732315,181.892929,183.078400
IBM,2013-07-03,185.678772,182.131927,184.751434
IBM,2013-07-05,186.577438,183.891006,186.357559
IBM,2013-07-08,187.170166,186.051620,186.405350
IBM,2013-07-09,184.321228,182.390060,182.887192
IBM,2013-07-10,184.923523,182.858505,183.795410
IBM,2013-07-11,185.573608,184.139572,184.321228
IBM,2013-07-12,185.181641,183.164429,183.623322
IBM,2013-07-15,186.319305,183.250473,185.468445
IBM,2013-07-16,186.022949,184.206497,185.325043
IBM,2013-07-17,186.319305,184.541107,185.994263
IBM,2013-07-18,192.103256,187.370941,189.282990
IBM,2013-07-19,189.282990,184.741867,185.028687
IBM,2013-07-22,187.179733,184.780121,185.554489
IBM,2013-07-23,187.791580,185.564056,186.405350
IBM,2013-07-24,188.623322,187.246658,187.963669
IBM,2013-07-25,189.130020,187.055450,188.546844
IBM,2013-07-26,188.690247,186.424469,188.671127
IBM,2013-07-29,188.518158,186.931168,187.581268
IBM,2013-07-30,189.130020,187.198853,187.390060
IBM,2013-07-31,188.250473,185.936905,186.462708
IBM,2013-08-01,188.499039,186.816437,187.198853
IBM,2013-08-02,186.902481,184.722748,186.577438
IBM,2013-08-05,187.265778,185.803055,186.902481
IBM,2013-08-06,184.043976,181.902481,182.590820
IBM,2013-08-07,181.577438,179.780121,180.267685
IBM,2013-08-08,181.520081,178.575531,179.665390
IBM,2013-08-09,180.841293,178.776291,179.560226
IBM,2013-08-12,181.223709,178.671127,180.774384
IBM,2013-08-13,181.634796,179.311661,180.133850
IBM,2013-08-14,180.621414,179.063095,179.282990
IBM,2013-08-15,178.776291,177.294449,177.619507
IBM,2013-08-16,178.260040,177.189301,177.189301
IBM,2013-08-19,178.298279,175.889099,176.128113
IBM,2013-08-20,177.466537,175.114716,176.443588
IBM,2013-08-21,178.365204,176.175903,176.730408
IBM,2013-08-22,178.059280,176.147232,177.045883
IBM,2013-08-23,177.571701,176.453156,177.265778
IBM,2013-08-26,178.776291,176.558319,176.615677
IBM,2013-08-27,176.386230,174.541107,174.703629
IBM,2013-08-28,175.401535,173.135757,174.149139
IBM,2013-08-29,175.621414,173.460800,174.608032
IBM,2013-08-30,174.942642,173.527725,174.254303
IBM,2013-09-03,176.214142,174.483749,175.869980
IBM,2013-09-04,176.089859,174.292542,175.076477
IBM,2013-09-05,176.864243,175.019119,176.051620
IBM,2013-09-06,176.854691,174.617584,174.980881
IBM,2013-09-09,177.332703,175.248566,176.845123
IBM,2013-09-10,179.397705,178.173996,178.393875
IBM,2013-09-11,182.476105,178.604202,182.313583
IBM,2013-09-12,182.906311,181.500961,182.342255
IBM,2013-09-13,184.608032,182.600388,183.718933
IBM,2013-09-16,186.242828,184.139572,184.655838
IBM,2013-09-17,185.611862,183.393875,183.709366
IBM,2013-09-18,186.319305,183.556412,185.869980
IBM,2013-09-19,186.319305,184.722748,184.885284
IBM,2013-09-20,185.879547,181.663483,181.663483
IBM,2013-09-23,183.948380,181.003830,182.590820
IBM,2013-09-24,183.135757,181.319305,181.615677
IBM,2013-09-25,182.237091,180.210327,181.137665
IBM,2013-09-26,183.326965,181.128113,181.854691
IBM,2013-09-27,180.630981,178.250473,178.699814
IBM,2013-09-30,178.527725,176.233276,177.036331
IBM,2013-10-01,178.441681,176.529633,178.183563
IBM,2013-10-02,178.116638,176.300186,176.826004
IBM,2013-10-03,176.826004,174.952194,175.774384
IBM,2013-10-04,176.988525,175.506699,176.003830
IBM,2013-10-07,175.248566,173.852768,174.005737
IBM,2013-10-08,173.986618,170.850861,170.860428
IBM,2013-10-09,173.680695,171.223709,173.346085
IBM,2013-10-10,176.644363,174.340347,176.644363
IBM,2013-10-11,178.040146,176.022949,177.973236
IBM,2013-10-14,178.766724,176.309753,178.747604
IBM,2013-10-15,177.762909,176.118546,176.539200
IBM,2013-10-16,178.518158,176.854691,178.518158
IBM,2013-10-17,169.216064,164.980881,167.141495
IBM,2013-10-18,167.304016,165.630981,166.137665
IBM,2013-10-21,167.065002,165.038239,165.258133
IBM,2013-10-22,167.848953,165.344162,167.275330
IBM,2013-10-23,168.250473,166.730408,168.040146
IBM,2013-10-24,170.066925,168.499039,169.980881
IBM,2013-10-25,171.223709,168.508606,169.072662
IBM,2013-10-28,170.066925,168.451248,169.550674
IBM,2013-10-29,174.302109,169.694077,174.110901
IBM,2013-10-30,174.168259,171.950287,172.227539
IBM,2013-10-31,173.680695,171.166351,171.328873
IBM,2013-11-01,172.409180,171.013382,171.347992
IBM,2013-11-04,172.848953,171.453156,172.342255
IBM,2013-11-05,171.892929,169.894836,170.028687
IBM,2013-11-06,171.845123,169.961761,171.309753
IBM,2013-11-07,173.412994,171.701721,172.084137
IBM,2013-11-08,172.160614,169.550674,172.074570
IBM,2013-11-11,175.325043,172.122375,174.837479
IBM,2013-11-12,175.956024,174.244736,175.019119
IBM,2013-11-13,175.478012,173.604202,175.478012
IBM,2013-11-14,175.143402,171.759079,174.196945
IBM,2013-11-15,175.219879,173.193115,175.133850
IBM,2013-11-18,176.854691,175.210327,176.357559
IBM,2013-11-19,178.011475,176.051620,177.103256
IBM,2013-11-20,178.049713,176.529633,177.045883
IBM,2013-11-21,177.581268,175.344162,176.032501
IBM,2013-11-22,176.854691,172.007645,173.326965
IBM,2013-11-25,172.801147,170.000000,171.070740
IBM,2013-11-26,171.070740,169.512421,169.512421
IBM,2013-11-27,172.256210,170.000000,171.099426
IBM,2013-11-29,172.810699,171.128113,171.778198
IBM,2013-12-02,171.692154,169.330780,169.674957
IBM,2013-12-03,170.391968,167.915863,168.336517
IBM,2013-12-04,169.694077,167.456985,168.011475
IBM,2013-12-05,169.082214,167.571701,168.336517
IBM,2013-12-06,170.172089,168.269592,169.856598
IBM,2013-12-09,170.315491,169.053543,169.655838
IBM,2013-12-10,169.856598,168.317398,169.330780
IBM,2013-12-11,169.942642,167.399612,167.495224
IBM,2013-12-12,168.068832,165.678772,165.745697
IBM,2013-12-13,166.711288,165.133850,165.200760
IBM,2013-12-16,170.506699,165.133850,170.028687
IBM,2013-12-17,169.684509,167.418732,168.030594
IBM,2013-12-18,170.879547,167.160614,170.841293
IBM,2013-12-19,172.600388,170.057358,172.294449
IBM,2013-12-20,173.996170,172.103256,172.103256
IBM,2013-12-23,174.885284,172.667297,174.216064
IBM,2013-12-24,175.430206,173.910141,175.162521
IBM,2013-12-26,177.399612,175.439774,177.198853
IBM,2013-12-27,178.298279,176.443588,176.940720
IBM,2013-12-30,178.489487,176.548752,178.212234
IBM,2013-12-31,179.531555,178.107071,179.321228
IBM,2014-01-02,179.158707,177.055450,177.370941
IBM,2014-01-03,179.110901,177.151047,178.432129
IBM,2014-01-06,179.120453,177.151047,177.820267
IBM,2014-01-07,181.978973,178.183563,181.367111
IBM,2014-01-08,181.089859,179.024857,179.703629
IBM,2014-01-09,181.166351,178.346085,179.139572
IBM,2014-01-10,180.277252,178.087952,179.024857
IBM,2014-01-13,178.728485,175.774384,176.061188
IBM,2014-01-14,178.231354,175.793503,177.743790
IBM,2014-01-15,180.353729,177.332703,179.483749
IBM,2014-01-16,180.678772,178.585083,180.458893
IBM,2014-01-17,182.418732,179.598465,181.730408
IBM,2014-01-21,182.017212,178.575531,180.143402
IBM,2014-01-22,175.430206,171.768646,174.235184
IBM,2014-01-23,175.640533,172.762909,174.694077
IBM,2014-01-24,174.770554,171.739960,171.739960
IBM,2014-01-27,171.749527,169.847031,170.076477
IBM,2014-01-28,170.602295,168.412994,169.072662
IBM,2014-01-29,170.678772,168.154877,168.642441
IBM,2014-01-30,170.038239,168.604202,169.560226
IBM,2014-01-31,170.019119,167.629059,168.910141
IBM,2014-02-03,168.279160,165.124283,165.296371
IBM,2014-02-04,166.108994,164.780121,165.238998
IBM,2014-02-05,167.275330,164.617584,166.577438
IBM,2014-02-06,167.160614,166.147232,166.988525
IBM,2014-02-07,169.751434,167.370941,169.455063
IBM,2014-02-10,169.837479,168.499039,169.349899
IBM,2014-02-11,172.456985,169.024857,171.797318
IBM,2014-02-12,173.279160,171.376678,172.313583
IBM,2014-02-13,174.340347,170.038239,173.843216
IBM,2014-02-14,176.319305,173.030594,175.611862
IBM,2014-02-18,175.908218,174.302109,175.133850
IBM,2014-02-19,177.485657,174.388138,174.904404
IBM,2014-02-20,176.730408,174.751434,176.156784
IBM,2014-02-21,177.543015,174.588913,174.751434
IBM,2014-02-24,177.017212,174.780121,175.382416
IBM,2014-02-25,176.481842,174.837479,175.172089
IBM,2014-02-26,177.131927,175.487579,175.965576
IBM,2014-02-27,177.772461,175.726578,177.122375
IBM,2014-02-28,177.934998,175.573608,177.026764
IBM,2014-03-03,176.520081,174.780121,176.156784
IBM,2014-03-04,178.929260,177.514343,178.240921
IBM,2014-03-05,179.684509,178.202682,178.910141
IBM,2014-03-06,180.105164,178.680695,179.388138
IBM,2014-03-07,180.611862,178.948380,179.426392
IBM,2014-03-10,180.086044,177.676865,178.193115
IBM,2014-03-11,180.162521,177.858505,178.546844
IBM,2014-03-12,179.206497,177.715103,178.030594
IBM,2014-03-13,178.776291,175.630981,175.812622
IBM,2014-03-14,176.185471,174.196945,174.196945
IBM,2014-03-17,178.154877,174.627151,177.638626
IBM,2014-03-18,179.636703,177.380493,178.594650
IBM,2014-03-19,178.489487,175.430206,176.587006
IBM,2014-03-20,179.980881,176.070740,179.636703
IBM,2014-03-21,180.401535,178.202682,178.460800
IBM,2014-03-24,181.108994,179.130020,179.971313
IBM,2014-03-25,186.806885,180.401535,186.462708
IBM,2014-03-26,187.026764,183.518158,184.149139
IBM,2014-03-27,184.196945,180.994263,181.481842
IBM,2014-03-28,184.149139,180.793503,182.074570
IBM,2014-03-31,185.248566,182.982788,184.024857
IBM,2014-04-01,186.548752,184.302109,185.946457
IBM,2014-04-02,185.946457,184.024857,185.038239
IBM,2014-04-03,184.875717,183.891006,184.216064
IBM,2014-04-04,185.439774,182.868073,183.336517
IBM,2014-04-07,186.720840,183.145309,185.965576
IBM,2014-04-08,185.630981,184.216064,184.789673
IBM,2014-04-09,188.336517,185.086044,187.992355
IBM,2014-04-10,190.449326,187.055450,187.074570
IBM,2014-04-11,188.336517,185.726578,186.606125
IBM,2014-04-14,189.521988,187.265778,189.072662
IBM,2014-04-15,188.728485,186.826004,188.355637
IBM,2014-04-16,189.971313,186.424469,187.762909
IBM,2014-04-17,182.313583,178.785858,181.653915
IBM,2014-04-21,184.330780,181.395798,183.814529
IBM,2014-04-22,184.512421,182.791580,183.699814
IBM,2014-04-23,183.948380,181.749527,183.298279
IBM,2014-04-24,183.766724,181.673035,181.854691
IBM,2014-04-25,182.284897,180.793503,181.290634
IBM,2014-04-28,185.458893,182.198853,184.646271
IBM,2014-04-29,187.323135,184.904404,186.529633
IBM,2014-04-30,188.202682,185.803055,187.829834
IBM,2014-05-01,188.087952,184.655838,185.019119
IBM,2014-05-02,185.315491,182.839386,183.021027
IBM,2014-05-05,183.068832,181.453156,182.848953
IBM,2014-05-06,182.552582,180.927338,181.673035
IBM,2014-05-07,181.931168,178.709366,180.975143
IBM,2014-05-08,182.189301,179.952194,180.602295
IBM,2014-05-09,182.208420,180.086044,181.720840
IBM,2014-05-12,184.531555,182.543015,184.101334
IBM,2014-05-13,184.541107,183.326965,183.738052
IBM,2014-05-14,183.546844,179.894836,180.420654
IBM,2014-05-15,180.764816,177.992355,178.260040
IBM,2014-05-16,179.168259,177.753342,178.833649
IBM,2014-05-19,178.900574,177.858505,178.776291
IBM,2014-05-20,178.489487,176.577438,176.759079
IBM,2014-05-21,178.929260,176.816437,178.193115
IBM,2014-05-22,178.250473,176.892929,177.514343
IBM,2014-05-23,177.954117,177.160614,177.762909
IBM,2014-05-27,177.485657,175.841293,176.653915
IBM,2014-05-28,176.749527,174.894836,175.028687
IBM,2014-05-29,175.697891,174.311661,175.678772
IBM,2014-05-30,176.453156,174.464630,176.252396
IBM,2014-06-02,178.087952,176.548752,177.523895
IBM,2014-06-03,177.590820,176.022949,176.261948
IBM,2014-06-04,177.294449,176.099426,176.395798
IBM,2014-06-05,177.906311,175.831741,177.801147
IBM,2014-06-06,179.397705,177.724670,178.173996
IBM,2014-06-09,179.388138,177.782028,178.030594
IBM,2014-06-10,178.030594,175.736145,176.185471
IBM,2014-06-11,176.099426,174.005737,174.235184
IBM,2014-06-12,174.521988,172.954117,173.250473
IBM,2014-06-13,174.952194,173.537292,174.531555
IBM,2014-06-16,174.674957,173.269592,174.330780
IBM,2014-06-17,174.770554,173.575531,174.244736
IBM,2014-06-18,175.535370,173.795410,175.525818
IBM,2014-06-19,176.357559,174.340347,174.780121
IBM,2014-06-20,174.636703,173.422562,173.565964
IBM,2014-06-23,174.235184,173.040146,174.130020
IBM,2014-06-24,174.952194,172.705551,172.925430
IBM,2014-06-25,173.011475,172.141495,172.772461
IBM,2014-06-26,173.393875,171.386230,172.437866
IBM,2014-06-27,174.435944,171.759079,173.718933
IBM,2014-06-30,173.929260,172.332703,173.298279
IBM,2014-07-01,179.034424,173.709366,178.154877
IBM,2014-07-02,180.678772,177.982788,180.105164
IBM,2014-07-03,180.506699,179.110901,180.238998
IBM,2014-07-07,179.990433,179.196945,179.770554
IBM,2014-07-08,179.808792,178.173996,178.986618
IBM,2014-07-09,180.592728,178.671127,180.133850
IBM,2014-07-10,179.780121,178.021027,179.445511
IBM,2014-07-11,180.066925,178.499039,179.732315
IBM,2014-07-14,182.065002,180.238998,181.510513
IBM,2014-07-15,181.720840,179.933075,180.200760
IBM,2014-07-16,184.856598,182.370941,183.900574
IBM,2014-07-17,187.332703,183.556412,184.024857
IBM,2014-07-18,184.933075,181.644363,184.034424
IBM,2014-07-21,183.269592,180.927338,182.456985
IBM,2014-07-22,186.156784,183.135757,185.554489
IBM,2014-07-23,186.328873,185.057358,185.114716
IBM,2014-07-24,187.017212,185.229446,186.653915
IBM,2014-07-25,187.284897,185.267685,185.850861
IBM,2014-07-28,187.762909,185.133850,187.170166
IBM,2014-07-29,187.275330,185.984711,186.013382
IBM,2014-07-30,187.370941,184.416824,185.468445
IBM,2014-07-31,185.745697,183.116638,183.240921
IBM,2014-08-01,183.078400,180.554489,180.831741
IBM,2014-08-04,181.596558,180.305923,181.300186
IBM,2014-08-05,180.879547,178.240921,178.871887
IBM,2014-08-06,178.661575,176.328873,177.791580
IBM,2014-08-07,178.470367,175.506699,176.195023
IBM,2014-08-08,178.460800,175.506699,178.422562
IBM,2014-08-11,180.076477,178.087952,179.225616
IBM,2014-08-12,180.391968,178.594650,179.101334
IBM,2014-08-13,180.191208,179.130020,179.684509
IBM,2014-08-14,179.894836,178.709366,179.617584
IBM,2014-08-15,180.573608,178.575531,179.139572
IBM,2014-08-18,181.462708,179.502869,181.032501
IBM,2014-08-19,181.883362,181.032501,181.711288
IBM,2014-08-20,182.017212,180.927338,181.739960
IBM,2014-08-21,183.623322,182.122375,182.820267
IBM,2014-08-22,183.441681,181.921600,182.036331
IBM,2014-08-25,183.374756,182.323135,182.753342
IBM,2014-08-26,185.019119,182.619507,184.502869
IBM,2014-08-27,185.592728,183.135757,183.795410
IBM,2014-08-28,183.843216,182.275330,183.556412
IBM,2014-08-29,184.273422,182.734222,183.843216
IBM,2014-09-02,184.483749,182.533463,183.135757
IBM,2014-09-03,184.464630,183.422562,183.508606
IBM,2014-09-04,184.216064,181.701721,182.294449
IBM,2014-09-05,183.317398,181.730408,182.791580
IBM,2014-09-08,182.791580,181.175903,181.778198
IBM,2014-09-09,182.351822,181.434036,181.634796
IBM,2014-09-10,183.699814,181.739960,183.116638
IBM,2014-09-11,184.302109,181.759079,183.288712
IBM,2014-09-12,183.173996,182.189301,182.868073
IBM,2014-09-15,184.024857,182.198853,183.374756
IBM,2014-09-16,185.057358,182.428299,184.474182
IBM,2014-09-17,185.124283,183.843216,184.321228
IBM,2014-09-18,185.592728,184.235184,185.229446
IBM,2014-09-19,186.424469,184.694077,185.468445
IBM,2014-09-22,185.602295,184.158707,184.617584
IBM,2014-09-23,184.579346,183.097519,183.193115
IBM,2014-09-24,183.986618,181.529633,183.852768
IBM,2014-09-25,184.034424,180.659653,180.697891
IBM,2014-09-26,181.959854,180.315491,181.701721
IBM,2014-09-29,181.606125,179.847031,181.300186
IBM,2014-09-30,182.456985,180.831741,181.481842
IBM,2014-10-01,182.026764,178.575531,178.938812
IBM,2014-10-02,179.521988,178.049713,178.690247
IBM,2014-10-03,181.042068,179.311661,180.372849
IBM,2014-10-06,182.495224,180.411087,180.726578
IBM,2014-10-07,179.847031,177.380493,177.543015
IBM,2014-10-08,181.261948,177.447418,181.032501
IBM,2014-10-09,181.166351,177.906311,178.221802
IBM,2014-10-10,179.483749,176.959854,177.753342
IBM,2014-10-13,178.441681,175.353729,175.449326
IBM,2014-10-14,177.552582,175.516251,175.717010
IBM,2014-10-15,175.707458,170.889099,173.757172
IBM,2014-10-16,173.499039,170.831741,171.931168
IBM,2014-10-17,174.799240,172.294449,174.043976
IBM,2014-10-20,162.839386,159.359467,161.663483
IBM,2014-10-21,159.349899,154.569794,156.051620
IBM,2014-10-22,158.135757,154.015289,154.674957
IBM,2014-10-23,155.669220,154.435944,155.047806
IBM,2014-10-24,155.296371,154.349899,154.952194
IBM,2014-10-27,155.745697,154.694077,154.751434
IBM,2014-10-28,156.405350,154.684509,156.405350
IBM,2014-10-29,157.380493,155.602295,156.271515
IBM,2014-10-30,157.380493,155.850861,157.122375
IBM,2014-10-31,158.307846,156.424469,157.170166
IBM,2014-11-03,157.304016,156.195023,157.131927
IBM,2014-11-04,157.131927,155.105164,155.497131
IBM,2014-11-05,156.347992,154.455063,154.703629
IBM,2014-11-06,154.426392,153.011475,154.359467
IBM,2014-11-07,155.076477,153.776291,154.942642
IBM,2014-11-10,157.237091,154.502869,156.300186
IBM,2014-11-11,156.692154,155.449326,156.118546
IBM,2014-11-12,155.831741,154.646271,154.799240
IBM,2014-11-13,155.640533,154.684509,155.630981
IBM,2014-11-14,157.256210,154.579346,156.940720
IBM,2014-11-17,157.715103,156.520081,156.940720
IBM,2014-11-18,157.504776,154.770554,154.770554
IBM,2014-11-19,154.971313,153.881454,154.330780
IBM,2014-11-20,154.397705,152.772461,153.575531
IBM,2014-11-21,154.827911,153.680695,153.843216
IBM,2014-11-24,156.653915,153.977051,155.019119
IBM,2014-11-25,156.309753,154.455063,154.646271
IBM,2014-11-26,154.971313,153.929260,154.827911
IBM,2014-11-28,156.185471,154.340347,155.038239
IBM,2014-12-01,156.137665,154.254303,154.435944
IBM,2014-12-02,155.573608,154.531555,155.516251
IBM,2014-12-03,157.284897,154.875717,157.284897
IBM,2014-12-04,157.265778,155.841293,156.835571
IBM,2014-12-05,157.265778,155.745697,156.089859
IBM,2014-12-08,156.108994,154.435944,154.741867
IBM,2014-12-09,155.850861,153.728485,155.822174
IBM,2014-12-10,156.147232,152.992355,153.451248
IBM,2014-12-11,155.764816,153.460800,153.986618
IBM,2014-12-12,153.441681,148.499039,148.546844
IBM,2014-12-15,149.847031,146.118546,146.328873
IBM,2014-12-16,148.078400,143.881454,144.751434
IBM,2014-12-17,146.567871,144.464630,145.248566
IBM,2014-12-18,150.745697,146.558319,150.745697
IBM,2014-12-19,153.355637,150.564056,151.539200
IBM,2014-12-22,154.789673,151.367111,154.340347
IBM,2014-12-23,155.736145,154.502869,155.105164
IBM,2014-12-24,155.822174,154.502869,154.703629
IBM,2014-12-26,155.917786,154.885284,155.200760
IBM,2014-12-29,155.200760,152.437866,153.451248
IBM,2014-12-30,153.747604,152.762909,153.011475
IBM,2014-12-31,154.397705,153.326965,153.384323
IBM,2015-01-02,156.128113,153.919693,154.933075
IBM,2015-01-05,154.177826,152.189301,152.495224
IBM,2015-01-06,152.925430,148.346085,149.206497
IBM,2015-01-07,150.286804,147.256210,148.231354
IBM,2015-01-08,152.045883,148.709366,151.453156
IBM,2015-01-09,153.288712,150.334610,152.112808
IBM,2015-01-12,152.246658,148.910141,149.560226
IBM,2015-01-13,152.934998,148.833649,149.913956
IBM,2015-01-14,149.608032,146.978973,148.948380
IBM,2015-01-15,150.066925,147.380493,147.772461
IBM,2015-01-16,150.697891,147.055450,150.229446
IBM,2015-01-20,150.411087,147.256210,150.047806
IBM,2015-01-21,147.705551,144.426392,145.401535
IBM,2015-01-22,148.871887,145.086044,148.556412
IBM,2015-01-23,150.669220,148.078400,149.015289
IBM,2015-01-26,152.447418,148.919693,149.483749
IBM,2015-01-27,148.269592,145.879547,146.912048
IBM,2015-01-28,147.734222,144.885284,144.885284
IBM,2015-01-29,148.738052,142.944550,148.642441
IBM,2015-01-30,148.412994,146.309753,146.567871
IBM,2015-02-02,147.858505,144.847031,147.858505
IBM,2015-02-03,151.625244,147.944550,151.500961
IBM,2015-02-04,151.730408,149.808792,150.057358
IBM,2015-02-05,151.615677,150.238998,150.965576
IBM,2015-02-06,151.128113,149.359467,149.827911
IBM,2015-02-09,150.573608,148.565964,148.900574
IBM,2015-02-10,151.587006,148.260040,151.587006
IBM,2015-02-11,152.093689,150.258133,151.242828
IBM,2015-02-12,152.485657,151.137665,151.548752
IBM,2015-02-13,153.728485,151.663483,153.346085
IBM,2015-02-17,154.311661,152.705551,153.881454
IBM,2015-02-18,155.325043,153.575531,155.057358
IBM,2015-02-19,157.256210,154.340347,156.682602
IBM,2015-02-20,157.112808,154.961761,156.453156
IBM,2015-02-23,157.170166,155.353729,155.745697
IBM,2015-02-24,157.734222,154.407272,157.581268
IBM,2015-02-25,157.705551,155.430206,155.650101
IBM,2015-02-26,156.921600,152.743790,153.795410
IBM,2015-02-27,155.152969,153.116638,154.818359
IBM,2015-03-02,154.818359,152.782028,153.422562
IBM,2015-03-03,154.636703,152.963669,153.948380
IBM,2015-03-04,153.499039,151.739960,152.409180
IBM,2015-03-05,154.397705,152.676865,154.091782
IBM,2015-03-06,154.340347,151.108994,151.529633
IBM,2015-03-09,154.063095,151.242828,153.699814
IBM,2015-03-10,153.183563,150.869980,150.869980
IBM,2015-03-11,152.141495,149.082214,149.904404
IBM,2015-03-12,151.739960,149.397705,151.032501
IBM,2015-03-13,150.592728,146.653915,147.495224
IBM,2015-03-16,150.181641,147.992355,150.172089
IBM,2015-03-17,150.372849,148.537292,150.057358
IBM,2015-03-18,153.632889,148.948380,152.782028
IBM,2015-03-19,153.843216,151.826004,152.782028
